,text,question_score,adjusted_question_score,from_bot,_created
930,Yesterday was Invalid date.,,,True,2016-08-12 15:22:55
931,What day was it yesterday?,100.0,100.0,False,2016-08-12 15:22:55
932,Yesterday was Thursday.,,,True,2016-08-12 15:23:31
933,What day was it yesterday?,100.0,100.0,False,2016-08-12 15:23:31
934,Looks like I don't yet know the answer to this.,,,True,2016-08-12 15:23:41
935,What day is it?,37.0,100.0,False,2016-08-12 15:23:41
936,"Today is Friday,Samuel Friday,Samuel.",,,True,2016-08-12 15:24:19
937,what day is it?,93.0,93.0,False,2016-08-12 15:24:19
938,Is it friday yet?,94.0,94.0,False,2016-08-12 15:28:07
939,"yes,Samuel yes,Samuel.",,,True,2016-08-12 15:28:25
940,Is it friday yet?,94.0,94.0,False,2016-08-12 15:28:25
941,"yes,Samuel yes,Samuel.",,,True,2016-08-12 15:29:49
942,Is it friday yet?,94.0,94.0,False,2016-08-12 15:29:49
943,"yes,Samuel yes,Samuel.",,,True,2016-08-12 15:29:54
944,Is it friday yet?,94.0,94.0,False,2016-08-12 15:29:54
945,Is it friday yet?,94.0,94.0,False,2016-08-12 15:29:58
946,"I'm a little tired from beating Siri, Cortana, and Alexa at flip cup.",,,True,2016-08-12 15:30:39
947,Do you want to play beerpong?,97.0,97.0,False,2016-08-12 15:30:39
948,"Turing, Alexa and Lenny",,,True,2016-08-12 15:32:10
949,Who are your friends?,88.0,88.0,False,2016-08-12 15:32:10
950,Younger and old than you.,,,True,2016-08-12 15:39:05
951,How old are your friends Baily?,64.0,100.0,False,2016-08-12 15:39:05
952,"My friends are _invalid_key_,oren. And you _invalid_key_,oren.",,,True,2016-08-12 15:42:43
953,Who are your friends Baily?,100.0,100.0,False,2016-08-12 15:42:43
954,"My friends are Alexa, Lenny and Siri,oren. And you Alexa, Lenny and Siri,oren.",,,True,2016-08-12 15:44:53
955,Who are your friends Baily?,100.0,100.0,False,2016-08-12 15:44:53
956,"My friends are Alexa, Lenny and Siri,Samuel. And you Alexa, Lenny and Siri,Samuel.",,,True,2016-08-12 15:45:42
957,who are your friends Baily?,96.0,96.0,False,2016-08-12 15:45:42
958,My friends are [object Object]. And you [object Object].,,,True,2016-08-12 15:47:37
959,Who are your friends Baily?,100.0,100.0,False,2016-08-12 15:47:37
960,"My friends are Alexa, Lenny and Siri. And you Samuel.",,,True,2016-08-12 15:48:06
961,who are your friends Baily?,96.0,96.0,False,2016-08-12 15:48:06
962,"My friends are Alexa, Lenny and Siri. And you oren.",,,True,2016-08-12 15:48:31
963,Who are your friends Baily?,100.0,100.0,False,2016-08-12 15:48:31
964,hi,100.0,100.0,False,2016-08-12 18:14:14
965,hello,100.0,100.0,False,2016-08-12 19:01:14
966,hello,100.0,100.0,False,2016-08-12 19:02:26
967,hi,100.0,100.0,False,2016-08-12 20:04:33
968,hi,100.0,100.0,False,2016-08-12 20:05:19
969,How are you?,88.0,88.0,False,2016-08-12 20:06:47
970,Looks like I don't yet know the answer to this.,,,True,2016-08-12 20:06:54
971,Yes?,17.0,100.0,False,2016-08-12 20:06:54
972,Your time is 4:07:02 pm. Mine is much more complicated.,,,True,2016-08-12 20:07:02
973,What time is it?,94.0,94.0,False,2016-08-12 20:07:02
974,hi,100.0,100.0,False,2016-08-12 20:19:32
975,You're the one and only Anonymous Padawan.,,,True,2016-08-13 02:50:07
976,What's my name?,93.0,93.0,False,2016-08-13 02:50:07
977,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:50:34
978,Who is Carlotta ,22.0,100.0,False,2016-08-13 02:50:34
979,Hmmm. Have you ever heard about the birds and the bees?,,,True,2016-08-13 02:50:47
980,What's a penis ,71.0,100.0,False,2016-08-13 02:50:47
981,"My friends are Alexa, Lenny and Siri. And you Anonymous Padawan.",,,True,2016-08-13 02:51:02
982,Who are your friends ,88.0,88.0,False,2016-08-13 02:51:02
983,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:51:23
984,I am not Padawan ,29.0,100.0,False,2016-08-13 02:51:23
985,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:51:32
986,"Looks like
My penis ",30.0,100.0,False,2016-08-13 02:51:32
987,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:51:44
988,"Looks like a
Donkey ",17.0,100.0,False,2016-08-13 02:51:44
989,Be nice little human.,,,True,2016-08-13 02:51:57
990,Fuk u ,71.0,100.0,False,2016-08-13 02:51:57
991,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:52:37
992,Who's your daddy?,21.0,91.0,False,2016-08-13 02:52:37
993,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:52:52
994,Tell me a story,32.0,100.0,False,2016-08-13 02:52:52
995,Looks like I can't figure that out right now...,,,True,2016-08-13 02:53:17
996,Where are you?,93.0,93.0,False,2016-08-13 02:53:17
997,"My friends are Alexa, Lenny and Siri. And you Anonymous Padawan.",,,True,2016-08-13 02:53:34
998,Who are your friends,85.0,85.0,False,2016-08-13 02:53:34
999,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:53:54
1000,I am a pad swan,30.0,100.0,False,2016-08-13 02:53:54
1001,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:55:06
1002,You are cute Bailey,34.0,100.0,False,2016-08-13 02:55:06
1003,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:55:24
1004,Round on you Bailey?,36.0,100.0,False,2016-08-13 02:55:24
1005,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:56:12
1006,Looks like a penis,19.0,100.0,False,2016-08-13 02:56:12
1007,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:56:43
1008,What's Samuel Delesque penis look likeV,36.0,100.0,False,2016-08-13 02:56:43
1009,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:56:49
1010,Oh ok,57.0,100.0,False,2016-08-13 02:56:49
1011,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:57:00
1012,Can you ask Samuel Delesque about his penis,25.0,100.0,False,2016-08-13 02:57:00
1013,Today is Friday Anonymous Padawan.,,,True,2016-08-13 02:58:05
1014,What day is it?,100.0,100.0,False,2016-08-13 02:58:05
1015,Yeah yeah.,,,True,2016-08-13 02:58:25
1016,Cool,67.0,100.0,False,2016-08-13 02:58:25
1017,Looks like I don't yet know the answer to this.,,,True,2016-08-13 02:58:34
1018,Love you,58.0,100.0,False,2016-08-13 02:58:34
1019,"The days of the week are Monday, Tuesday, Wednesday, Thursday, Friday, Saturday and Sunday.",,,True,2016-08-13 02:59:19
1020,What are the days of the week?,91.0,91.0,False,2016-08-13 02:59:19
1021,Looks like I don't yet know the answer to this.,,,True,2016-08-13 03:00:13
1022,What You up to,42.0,100.0,False,2016-08-13 03:00:13
1023,hi,100.0,100.0,False,2016-08-13 03:32:48
1024,hi,100.0,100.0,False,2016-08-13 03:33:20
1025,How are you>,80.0,80.0,False,2016-08-13 03:33:27
1026,You're not the first to tell me that.,,,True,2016-08-13 03:33:32
1027,Cool,67.0,100.0,False,2016-08-13 03:33:32
1028,Looks like I don't yet know the answer to this.,,,True,2016-08-13 03:34:36
1029,who is your daddy?,37.0,94.0,False,2016-08-13 03:34:36
1030,Looks like I don't yet know the answer to this.,,,True,2016-08-13 03:34:42
1031,/admin,10.0,100.0,False,2016-08-13 03:34:42
1032,How many videos do I have?,94.0,94.0,False,2016-08-13 03:34:59
1033,[object Object] videos have been uploaded to your account.,,,True,2016-08-13 03:35:12
1034,How many videos do I have?,94.0,94.0,False,2016-08-13 03:35:12
1035,Who are you?,92.0,92.0,False,2016-08-13 03:51:24
1036,Looks like I can't figure that out right now...,,,True,2016-08-13 03:51:32
1037,Really?,86.0,86.0,False,2016-08-13 03:51:32
1038,Cool,67.0,100.0,False,2016-08-13 03:51:41
1039,Today is Friday Anonymous Padawan.,,,True,2016-08-13 03:51:54
1040,What day is it?,100.0,100.0,False,2016-08-13 03:51:54
1041,Looks like I don't yet know the answer to this.,,,True,2016-08-13 03:52:04
1042,is it really friday?,52.0,100.0,False,2016-08-13 03:52:04
1043,Looks like I don't yet know the answer to this.,,,True,2016-08-13 03:52:19
1044,Why do you not know?,30.0,100.0,False,2016-08-13 03:52:19
1045,[object Object] (I am talking about New York of course).,,,True,2016-08-13 03:52:46
1046,what is the forecast?,100.0,100.0,False,2016-08-13 03:52:46
1047,It is currently [object Object]F.,,,True,2016-08-13 03:53:09
1048,what is the temperature?,100.0,100.0,False,2016-08-13 03:53:09
1049,It is currently [object Object]F.,,,True,2016-08-13 03:54:36
1050,What is the temperature?,96.0,96.0,False,2016-08-13 03:54:36
1051,It is currently [object Object]F.,,,True,2016-08-13 03:57:45
1052,what is the temperature?,100.0,100.0,False,2016-08-13 03:57:45
1053,It is currently [object Object]F.,,,True,2016-08-13 03:58:01
1054,what is the temperature?,100.0,100.0,False,2016-08-13 03:58:01
1055,It is currently [object Object]F.,,,True,2016-08-13 03:59:20
1056,what is the temperature?,100.0,100.0,False,2016-08-13 03:59:20
1057,It is currently [object Object]F.,,,True,2016-08-13 04:03:48
1058,what is the temperature?,100.0,100.0,False,2016-08-13 04:03:48
1059,It is currently [object Object]F.,,,True,2016-08-13 04:11:14
1060,what is the temperature?,100.0,100.0,False,2016-08-13 04:11:14
1061,It is currently [object Object]F.,,,True,2016-08-13 04:14:13
1062,what is the temperature?,100.0,100.0,False,2016-08-13 04:14:13
1063,It is currently [object Object]F.,,,True,2016-08-13 04:14:55
1064,what is the temperature?,100.0,100.0,False,2016-08-13 04:14:55
1065,It is currently [object Object]F.,,,True,2016-08-13 04:19:42
1066,what is the temperature?,100.0,100.0,False,2016-08-13 04:19:42
1067,It is currently [object Object]F.,,,True,2016-08-13 04:22:17
1068,what is the temperature?,100.0,100.0,False,2016-08-13 04:22:17
1069,It is currently [object Object]F.,,,True,2016-08-13 04:24:30
1070,what is the temperature?,100.0,100.0,False,2016-08-13 04:24:30
1071,It is currently [object Object]F.,,,True,2016-08-13 04:26:35
1072,what is the temperature?,100.0,100.0,False,2016-08-13 04:26:35
1073,It is currently [object Object]F.,,,True,2016-08-13 04:27:08
1074,what is the temperature?,100.0,100.0,False,2016-08-13 04:27:08
1075,It is currently [object Object]F.,,,True,2016-08-13 04:30:47
1076,what is the temperature?,100.0,100.0,False,2016-08-13 04:30:47
1077,what is the temperature?,100.0,100.0,False,2016-08-13 04:36:53
1078,what is the temperature?,100.0,100.0,False,2016-08-13 04:39:11
1079,what is the temperature?,100.0,100.0,False,2016-08-13 04:40:51
1080,what is the temperature?,100.0,100.0,False,2016-08-13 04:41:29
1081,what is the temperature?,100.0,100.0,False,2016-08-13 04:42:07
1082,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:42:19
1083,Ok,50.0,100.0,False,2016-08-13 04:42:19
1084,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:42:28
1085,:),0.0,100.0,False,2016-08-13 04:42:28
1086,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:42:33
1087,;),0.0,100.0,False,2016-08-13 04:42:33
1088,hehe,100.0,100.0,False,2016-08-13 04:42:37
1089,haha,100.0,100.0,False,2016-08-13 04:42:40
1090,hihi,100.0,100.0,False,2016-08-13 04:42:42
1091,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:42:49
1092,:P,0.0,100.0,False,2016-08-13 04:42:49
1093,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:43:04
1094,)(,0.0,100.0,False,2016-08-13 04:43:04
1095,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:43:12
1096,/admin,10.0,100.0,False,2016-08-13 04:43:12
1097,who are you?,100.0,100.0,False,2016-08-13 04:43:53
1098,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:48:20
1099,what?,45.0,100.0,False,2016-08-13 04:48:20
1100,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:48:30
1101,Where?,38.0,100.0,False,2016-08-13 04:48:30
1102,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:48:34
1103,How?,44.0,100.0,False,2016-08-13 04:48:34
1104,Looks like I don't yet know the answer to this.,,,True,2016-08-13 04:48:40
1105,Why?,57.0,100.0,False,2016-08-13 04:48:40
1106,It is currently 81.75F.,,,True,2016-08-13 04:53:25
1107,What is the temperature?,96.0,96.0,False,2016-08-13 04:53:25
1108,Looks like I don't yet know the answer to this.,,,True,2016-08-13 13:42:14
1109,what can you do?,48.0,100.0,False,2016-08-13 13:42:14
1110,Looks like I don't yet know the answer to this.,,,True,2016-08-13 13:42:25
1111,What can't you do?,46.0,100.0,False,2016-08-13 13:42:25
1112,Looks like I don't yet know the answer to this.,,,True,2016-08-13 15:43:11
1113,What is the weather,34.0,100.0,False,2016-08-13 15:43:11
1114,what's the temperature?,94.0,94.0,False,2016-08-14 15:40:12
1115,What's erics middlename?,94.0,94.0,False,2016-08-15 15:47:12
1116,What is Eric's middlename?,86.0,86.0,False,2016-08-15 15:47:40
1117,whats erics middlename?,88.0,88.0,False,2016-08-15 15:48:27
1118,lol,100.0,100.0,False,2016-08-15 15:49:29
1119,Looks like I don't yet know the answer to this.,,,True,2016-08-15 16:03:53
1120,/admin,10.0,100.0,False,2016-08-15 16:03:53
1121,Looks like I don't yet know the answer to this.,,,True,2016-08-15 16:04:44
1122,/admin,10.0,100.0,False,2016-08-15 16:04:44
1123,Looks like I don't yet know the answer to this.,,,True,2016-08-15 16:08:03
1124,/admin,10.0,100.0,False,2016-08-15 16:08:03
1125,Looks like I don't yet know the answer to this.,,,True,2016-08-15 16:08:11
1126,/admin,10.0,100.0,False,2016-08-15 16:08:11
1127,Looks like I don't yet know the answer to this.,,,True,2016-08-15 16:33:45
1128,.admin,10.0,100.0,False,2016-08-15 16:33:45
1129,who are you?,100.0,100.0,False,2016-08-15 16:46:33
1130,Looks like I don't yet know the answer to this.,,,True,2016-08-15 18:20:12
1131,"Hey Samuel, is Julio my bad for going missing. I was actually working on a sprint for a project and also trying React Native. How is everything?",28.0,100.0,False,2016-08-15 18:20:12
1132,Looks like I don't yet know the answer to this.,,,True,2016-08-15 18:21:33
1133,"JA JA JA, tell me the meaning of time?",33.0,100.0,False,2016-08-15 18:21:33
1134,hello,100.0,100.0,False,2016-08-16 01:38:15
1135,Looks like I don't yet know the answer to this.,,,True,2016-08-16 01:38:19
1136,/admin,10.0,100.0,False,2016-08-16 01:38:19
1137,hello,100.0,100.0,False,2016-08-16 01:40:08
1138,hello,100.0,100.0,False,2016-08-16 01:40:16
1139,hay,100.0,100.0,False,2016-08-16 01:41:26
1140,I am the mighty Baily! And I'm here to save the day.,,,True,2016-08-16 01:41:36
1141,whats your name,94.0,94.0,False,2016-08-16 01:41:36
1142,hi,100.0,100.0,False,2016-08-16 14:33:58
1143,Looks like I don't yet know the answer to this.,,,True,2016-08-16 14:51:23
1144,/admin,10.0,100.0,False,2016-08-16 14:51:23
1145,hello,100.0,100.0,False,2016-08-16 14:53:04
1146,Looks like I don't yet know the answer to this.,,,True,2016-08-16 14:53:11
1147,how many views,52.0,80.0,False,2016-08-16 14:53:11
1148,Looks like I don't yet know the answer to this.,,,True,2016-08-16 15:12:02
1149,hell,36.0,100.0,False,2016-08-16 15:12:02
1150,"Good day, friend.",,,True,2016-08-16 15:12:08
1151,hello,100.0,100.0,False,2016-08-16 15:12:08
1152,"Good day, friend.",,,True,2016-08-16 15:13:07
1153,hi,100.0,100.0,False,2016-08-16 15:13:07
1154,Looks like I don't yet know the answer to this.,,,True,2016-08-16 15:13:33
1155,how many,33.0,100.0,False,2016-08-16 15:13:33
1156,I am your father.,,,True,2016-08-16 15:13:53
1157,Who are you?,92.0,92.0,False,2016-08-16 15:13:53
1158,Looks like I don't yet know the answer to this.,,,True,2016-08-16 15:14:00
1159,How man,34.0,100.0,False,2016-08-16 15:14:00
1160,Looks like I don't yet know the answer to this.,,,True,2016-08-16 15:14:13
1161,How many videos have I uploaded,38.0,84.0,False,2016-08-16 15:14:13
1162,Looks like I don't yet know the answer to this.,,,True,2016-08-16 15:14:33
1163,How many people have viewed my videos?,34.0,100.0,False,2016-08-16 15:14:33
1164,8 videos have been uploaded to your account.,,,True,2016-08-16 15:14:40
1165,How many videos do I have?,94.0,94.0,False,2016-08-16 15:14:40
1166,Looks like I don't yet know the answer to this.,,,True,2016-08-16 15:15:12
1167,How many v,43.0,100.0,False,2016-08-16 15:15:12
1168,You have 8 videos.,,,True,2016-08-16 15:15:29
1169,How many video views do I have?,89.0,89.0,False,2016-08-16 15:15:29
1170,hi,100.0,100.0,False,2016-08-16 15:16:45
1171,Looks like I don't yet know the answer to this.,,,True,2016-08-16 15:16:50
1172,/admin,10.0,100.0,False,2016-08-16 15:16:50
1173,Looks like I don't yet know the answer to this.,,,True,2016-08-16 15:52:40
1174,what do you know,40.0,100.0,False,2016-08-16 15:52:40
1175,Looks like I don't yet know the answer to this.,,,True,2016-08-16 15:52:53
1176,how can I upload a video,50.0,100.0,False,2016-08-16 15:52:53
1177,"Good day, friend.",,,True,2016-08-16 16:24:40
1178,hello,100.0,100.0,False,2016-08-16 16:24:40
1179,My life gets better every day. What's going on with you?,,,True,2016-08-16 16:24:53
1180,how are you? ,92.0,92.0,False,2016-08-16 16:24:53
1181,Looks like I don't yet know the answer to this.,,,True,2016-08-16 16:39:50
1182,how many NFL teams?,45.0,100.0,False,2016-08-16 16:39:50
1183,hi,100.0,100.0,False,2016-08-16 16:59:30
1184,Who are you?,92.0,92.0,False,2016-08-16 17:02:55
1185,Looks like I don't yet know the answer to this.,,,True,2016-08-16 17:03:16
1186,/admin,10.0,100.0,False,2016-08-16 17:03:16
1187,/test,89.0,89.0,False,2016-08-16 17:03:48
1188,Looks like I don't yet know the answer to this.,,,True,2016-08-16 18:25:27
1189,gi,50.0,100.0,False,2016-08-16 18:25:27
1190,hi,100.0,100.0,False,2016-08-16 18:25:33
1191,Looks like I don't yet know the answer to this.,,,True,2016-08-16 18:31:04
1192,Who is Leo?,31.0,100.0,False,2016-08-16 18:31:04
1193,what is the temperature?,100.0,100.0,False,2016-08-16 18:31:53
1194,how many videos do I have?,90.0,90.0,False,2016-08-16 18:33:00
1195,"My friends are Alexa, Lenny and Siri. And you Anonymous Padawan.",,,True,2016-08-16 18:33:59
1196,Who are your friends?,88.0,88.0,False,2016-08-16 18:33:59
1197,"You can ask me about how your account is doing, how much revenue you have generated, when you next statement will be sent etc.",,,True,2016-08-16 18:38:06
1198,/help,89.0,89.0,False,2016-08-16 18:38:06
1199,hi,100.0,100.0,False,2016-08-16 18:45:34
1200,Looks like I don't yet know the answer to this.,,,True,2016-08-16 18:49:25
1201,Hi how are?,15.0,100.0,False,2016-08-16 18:49:25
1202,Smarter than ever.,,,True,2016-08-16 18:49:35
1203,How are you?,88.0,88.0,False,2016-08-16 18:49:35
1204,good,100.0,100.0,False,2016-08-16 18:56:50
1205,good,100.0,100.0,False,2016-08-16 18:56:57
1206,hello,100.0,100.0,False,2016-08-16 19:44:55
1207,Who are you?,92.0,92.0,False,2016-08-16 20:04:00
1208,Looks like I can't figure that out right now...,,,True,2016-08-16 20:04:07
1209,really?,100.0,100.0,False,2016-08-16 20:04:07
1210,hi,100.0,100.0,False,2016-08-16 20:07:44
1211,How are you?,88.0,88.0,False,2016-08-16 20:12:48
1212,Looks like I don't yet know the answer to this.,,,True,2016-08-16 20:13:08
1213,what is the time?,35.0,83.0,False,2016-08-16 20:13:08
1214,Baily is my name and helping is my game.,,,True,2016-08-16 20:15:18
1215,what is your name?,91.0,91.0,False,2016-08-16 20:15:18
1216,Looks like I don't yet know the answer to this.,,,True,2016-08-16 21:06:54
1217,What is my most popular video?,51.0,100.0,False,2016-08-16 21:06:54
1218,Looks like I don't yet know the answer to this.,,,True,2016-08-16 21:24:16
1219,How many views did I get on videos last month?,55.0,100.0,False,2016-08-16 21:24:16
1220,Looks like I can't figure that out right now...,,,True,2016-08-16 21:27:51
1221,How many of my videos are private?,100.0,100.0,False,2016-08-16 21:27:51
1222,Your time is 5:30:25 pm. Mine is much more complicated.,,,True,2016-08-16 21:30:25
1223,What time is it?,94.0,94.0,False,2016-08-16 21:30:25
1224,Looks like I can't figure that out right now...,,,True,2016-08-16 21:31:11
1225,Where are you?,93.0,93.0,False,2016-08-16 21:31:11
1226,Today is Tuesday Anonymous Padawan.,,,True,2016-08-16 21:32:45
1227,What day is it?,100.0,100.0,False,2016-08-16 21:32:45
1228,Looks like I can't figure that out right now...,,,True,2016-08-16 21:37:59
1229,How many of my videos are private?,100.0,100.0,False,2016-08-16 21:37:59
1230,0 videos have been uploaded to your account.,,,True,2016-08-16 23:04:31
1231,How many views do I have on my channel?,78.0,100.0,False,2016-08-16 23:04:31
1232,Looks like I don't yet know the answer to this.,,,True,2016-08-16 23:08:38
1233,What is my most popular video?,51.0,100.0,False,2016-08-16 23:08:38
1234,Light rain throughout the day. (I am talking about New York of course).,,,True,2016-08-16 23:11:36
1235,What's the forecast?,88.0,88.0,False,2016-08-16 23:11:36
1236,Baily is my name and helping is my game.,,,True,2016-08-17 01:02:56
1237,What is your phone number?,65.0,100.0,False,2016-08-17 01:02:56
1238,Looks like I don't yet know the answer to this.,,,True,2016-08-17 01:03:05
1239,What's your phone?,42.0,100.0,False,2016-08-17 01:03:05
1240,My phone is (201) 989-1544. Shoot me a text 😀,,,True,2016-08-17 01:05:01
1241,What's your phone?,100.0,100.0,False,2016-08-17 01:05:01
1242,Looks like I don't yet know the answer to this.,,,True,2016-08-17 01:08:13
1243,How much have I made so far?,41.0,100.0,False,2016-08-17 01:08:13
1244,I exist in every time zone at the same time. But for you it's only 9:14:23 pm.,,,True,2016-08-17 01:14:23
1245,What time is it?,94.0,94.0,False,2016-08-17 01:14:23
1246,Looks like I don't yet know the answer to this.,,,True,2016-08-17 01:17:08
1247,Who's your dad?,24.0,85.0,False,2016-08-17 01:17:08
1248,Where do you live?,94.0,94.0,False,2016-08-17 01:17:18
1249,Looks like I don't yet know the answer to this.,,,True,2016-08-17 01:17:37
1250,What is the most popular channel on Dailymotion?,40.0,100.0,False,2016-08-17 01:17:37
1251,Baily is my name and helping is my game.,,,True,2016-08-17 01:53:32
1252,What is your name?,86.0,86.0,False,2016-08-17 01:53:32
1253,Looks like I don't yet know the answer to this.,,,True,2016-08-17 13:58:16
1254,What is my most viewed video of all time?,41.0,100.0,False,2016-08-17 13:58:16
1255,Light rain tomorrow morning. (I am talking about New York of course).,,,True,2016-08-17 14:00:17
1256,What is the forecast?,95.0,95.0,False,2016-08-17 14:00:17
1257,What is the temperature?,96.0,96.0,False,2016-08-17 14:00:41
1258,Who are you?,92.0,92.0,False,2016-08-17 14:37:37
1259,Looks like I don't yet know the answer to this.,,,True,2016-08-17 14:41:38
1260,When will I receive my next payment?,39.0,100.0,False,2016-08-17 14:41:38
1261,What is the temperature?,96.0,96.0,False,2016-08-17 14:42:39
1262,0 videos have been uploaded to your account.,,,True,2016-08-17 14:44:46
1263,How many views do I have on my channel?,78.0,100.0,False,2016-08-17 14:44:46
1264,Looks like I don't yet know the answer to this.,,,True,2016-08-17 14:44:58
1265,What is Sam working on,39.0,100.0,False,2016-08-17 14:44:58
1266,Looks like I don't yet know the answer to this.,,,True,2016-08-17 14:45:35
1267,Is Sam addicted to crack?,21.0,100.0,False,2016-08-17 14:45:35
1268,Looks like I don't yet know the answer to this.,,,True,2016-08-17 14:46:49
1269,Do you know the answer to this?,32.0,100.0,False,2016-08-17 14:46:49
1270,Light rain tomorrow morning. (I am talking about New York of course).,,,True,2016-08-17 14:47:26
1271,What is the forecast?,95.0,95.0,False,2016-08-17 14:47:26
1272,You have uploaded 0 videos in total.,,,True,2016-08-17 14:49:51
1273,How many views do I have?,100.0,100.0,False,2016-08-17 14:49:51
1274,Looks like I don't yet know the answer to this.,,,True,2016-08-17 15:10:28
1275,Hi,50.0,100.0,False,2016-08-17 15:10:28
1276,Looks like I don't yet know the answer to this.,,,True,2016-08-17 15:23:59
1277,Hi,50.0,100.0,False,2016-08-17 15:23:59
1278,Hello,80.0,80.0,False,2016-08-17 15:24:05
1279,Looks like I don't yet know the answer to this.,,,True,2016-08-17 15:36:31
1280,When will I receive my next payment?,39.0,100.0,False,2016-08-17 15:36:31
1281,Looks like I don't yet know the answer to this.,,,True,2016-08-17 15:37:18
1282,What is my most viewed video of all time?,41.0,100.0,False,2016-08-17 15:37:18
1283,Looks like I don't yet know the answer to this.,,,True,2016-08-17 15:38:04
1284,What is my most popular video?,51.0,100.0,False,2016-08-17 15:38:04
1285,How many views do I have?,100.0,100.0,False,2016-08-17 15:38:39
1286,Looks like I don't yet know the answer to this.,,,True,2016-08-17 15:38:45
1287,What can you do?,44.0,94.0,False,2016-08-17 15:38:45
1288,Looks like I can't figure that out right now...,,,True,2016-08-17 15:38:53
1289,Where are you?,93.0,93.0,False,2016-08-17 15:38:53
1290,0 videos have been uploaded to your account.,,,True,2016-08-17 15:49:43
1291,How many views do I have?,100.0,100.0,False,2016-08-17 15:49:43
1292,Looks like I don't yet know the answer to this.,,,True,2016-08-17 15:49:47
1293,Hi,50.0,100.0,False,2016-08-17 15:49:47
1294,Looks like I don't yet know the answer to this.,,,True,2016-08-17 16:21:18
1295,What is my revenue?,42.0,100.0,False,2016-08-17 16:21:18
1296,Looks like I can't figure that out right now...,,,True,2016-08-17 16:21:54
1297,How many of my videos are private?,100.0,100.0,False,2016-08-17 16:21:54
1298,"You can ask me about how your account is doing, how much revenue you have generated, when you next statement will be sent etc.",,,True,2016-08-17 16:22:03
1299,/Help,67.0,100.0,False,2016-08-17 16:22:03
1300,Looks like I don't yet know the answer to this.,,,True,2016-08-17 16:24:36
1301,How much have I made so far?,41.0,100.0,False,2016-08-17 16:24:36
1302,Looks like I don't yet know the answer to this.,,,True,2016-08-17 16:30:11
1303,How ma,30.0,92.0,False,2016-08-17 16:30:11
1304,Looks like I can't figure that out right now...,,,True,2016-08-17 16:30:47
1305,How many of my videos are private?,100.0,100.0,False,2016-08-17 16:30:47
1306,Looks like I don't yet know the answer to this.,,,True,2016-08-17 17:05:49
1307,What is my revenue?,42.0,100.0,False,2016-08-17 17:05:49
1308,I exist in every time zone at the same time. But for you it's only 1:08:23 pm.,,,True,2016-08-17 17:08:23
1309,What time is it?,94.0,94.0,False,2016-08-17 17:08:23
1310,I exist in every time zone at the same time. But for you it's only 1:08:32 pm.,,,True,2016-08-17 17:08:32
1311,What time is it?,94.0,94.0,False,2016-08-17 17:08:32
1312,Your time is 1:08:36 pm. Mine is much more complicated.,,,True,2016-08-17 17:08:36
1313,What time is it?,94.0,94.0,False,2016-08-17 17:08:36
1314,Your time is 1:08:40 pm. Mine is much more complicated.,,,True,2016-08-17 17:08:40
1315,What time is it?,94.0,94.0,False,2016-08-17 17:08:40
1316,What is the temperature?,96.0,96.0,False,2016-08-17 17:08:52
1317,What is your phone?,92.0,92.0,False,2016-08-17 17:12:11
1318,Hello,80.0,80.0,False,2016-08-17 17:17:57
1319,Looks like I don't yet know the answer to this.,,,True,2016-08-17 17:18:19
1320,How much did I earn this month,39.0,100.0,False,2016-08-17 17:18:19
1321,Looks like I don't yet know the answer to this.,,,True,2016-08-17 18:47:03
1322,Why am i sad?,32.0,100.0,False,2016-08-17 18:47:03
1323,What is the temperature?,96.0,96.0,False,2016-08-17 19:31:17
1324,What is the temperature?,96.0,96.0,False,2016-08-17 19:38:11
1325,What is the temperature?,96.0,96.0,False,2016-08-17 19:38:55
1326,What is the current temperature?,82.0,82.0,False,2016-08-17 19:41:00
1327,What is the temperature?,96.0,96.0,False,2016-08-17 19:53:33
1328,How many views do I have?,100.0,100.0,False,2016-08-17 20:07:56
1329,Looks like I can't figure that out right now...,,,True,2016-08-17 20:08:19
1330,Who am ui?,74.0,100.0,False,2016-08-17 20:08:19
